amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age
-0.7692552814807765,-0.8080014256577361,0.01290819432526266,-0.3305485449121484,3.280961121737491,0.9308661555576762,-0.0054720985359835534,0.5070839057211263
-0.6770486780434158,-0.8080014256577361,-0.694390124867208,-0.3305485449121484,-0.3047887380849036,-0.9303078033699979,-0.0054720985359835534,-1.6969753505990908
-0.7504819941266769,-1.675479303301417,0.7202065135177332,-0.3305485449121484,-0.3047887380849036,-1.6747773869410674,-0.0054720985359835534,-1.229447629561469
1.267417453910311,1.6498525609993597,-1.4016884440596786,-0.3305485449121484,-0.3047887380849036,1.6288063901555538,-0.7003417538989873,-0.6283405596559553
-0.8884771033057438,-1.675479303301417,0.01290819432526266,-0.3305485449121484,-0.3047887380849036,1.3496302963164029,-0.7003417538989873,-1.029078606259631
-0.260659453954776,-1.0971607182056298,-1.4016884440596786,-0.3305485449121484,-0.3047887380849036,0.9308661555576762,-1.3952114092619912,-0.22760251305227938
-0.13256610914235323,-0.5188421331098425,1.427504832710204,-0.3305485449121484,-0.3047887380849036,0.1398672230134147,-0.0054720985359835534,-0.8954992573917391
0.677547028692782,1.505272914725413,1.427504832710204,-0.3305485449121484,-0.3047887380849036,-1.2560132461823408,-0.7003417538989873,0.7074529290229642
-0.5113515228906169,-0.6634217793837893,-0.694390124867208,-0.3305485449121484,-0.3047887380849036,1.7218650881019375,-0.0054720985359835534,0.10634585911745047
0.9161051436070708,0.6377950370817321,-1.4016884440596786,-0.3305485449121484,-0.3047887380849036,0.6516900617185251,-0.0054720985359835534,-0.29439218748622537
-0.7115045286140497,0.34863574453383844,-1.4016884440596786,-0.3305485449121484,-0.3047887380849036,-0.09277952185254454,0.6893975568270202,1.0414013011926941
0.7999168102874916,0.782374683355679,0.01290819432526266,-0.3305485449121484,-0.3047887380849036,0.7447487596649087,-0.7003417538989873,0.17313553355139644
-0.29717578728378663,-0.8080014256577361,-1.4016884440596786,-0.3305485449121484,-0.3047887380849036,-0.3254262667185038,-0.0054720985359835534,1.44213934779637
1.0832904251964752,1.6498525609993597,1.427504832710204,-0.3305485449121484,-0.3047887380849036,0.9308661555576762,1.384267212190024,0.0395561846835045
-0.9437667239888539,-0.085103194288002,1.427504832710204,-0.3305485449121484,-0.3047887380849036,0.6051607127453332,0.6893975568270202,-0.027233489750441476
